552	600
813	600
445	601
471	601
505	601
506	601
507	601
553	601
813	601
444	602
471	602
502	602
503	602
504	602
554	602
555	602
814	602
443	603
470	603
499	603
500	603
501	603
556	603
814	603
441	604
442	604
469	604
496	604
497	604
498	604
557	604
558	604
814	604
440	605
469	605
493	605
494	605
495	605
559	605
815	605
439	606
468	606
491	606
492	606
560	606
561	606
816	606
438	607
467	607
489	607
490	607
560	607
562	607
563	607
564	607
816	607
437	608
467	608
487	608
488	608
560	608
565	608
566	608
817	608
436	609
466	609
485	609
486	609
560	609
567	609
568	609
569	609
818	609
435	610
465	610
483	610
484	610
560	610
570	610
571	610
572	610
819	610
434	611
465	611
481	611
482	611
560	611
573	611
574	611
575	611
576	611
820	611
433	612
464	612
480	612
559	612
577	612
578	612
579	612
820	612
432	613
463	613
478	613
479	613
559	613
580	613
581	613
582	613
583	613
821	613
431	614
463	614
475	614
476	614
477	614
559	614
584	614
585	614
586	614
587	614
588	614
822	614
430	615
462	615
473	615
474	615
559	615
589	615
590	615
591	615
592	615
593	615
823	615
429	616
461	616
471	616
472	616
559	616
594	616
595	616
596	616
597	616
598	616
599	616
600	616
824	616
428	617
461	617
469	617
470	617
559	617
601	617
602	617
603	617
604	617
825	617
427	618
460	618
467	618
468	618
559	618
605	618
606	618
607	618
608	618
609	618
610	618
611	618
612	618
613	618
614	618
615	618
616	618
617	618
618	618
826	618
426	619
459	619
465	619
466	619
559	619
608	619
619	619
620	619
621	619
622	619
623	619
624	619
625	619
626	619
627	619
628	619
629	619
630	619
631	619
632	619
633	619
634	619
635	619
636	619
637	619
638	619
639	619
640	619
641	619
642	619
643	619
644	619
645	619
646	619
647	619
827	619
425	620
459	620
463	620
464	620
559	620
608	620
641	620
648	620
649	620
650	620
651	620
828	620
424	621
459	621
460	621
461	621
462	621
559	621
607	621
641	621
652	621
653	621
654	621
655	621
829	621
423	622
458	622
558	622
607	622
641	622
656	622
830	622
831	622
422	623
457	623
558	623
607	623
641	623
657	623
658	623
659	623
660	623
661	623
662	623
663	623
832	623
421	624
452	624
453	624
454	624
455	624
456	624
558	624
607	624
641	624
657	624
664	624
665	624
666	624
667	624
833	624
420	625
447	625
448	625
449	625
450	625
451	625
558	625
607	625
641	625
657	625
668	625
669	625
670	625
834	625
419	626
444	626
445	626
446	626
558	626
607	626
640	626
657	626
671	626
672	626
835	626
836	626
418	627
442	627
443	627
558	627
607	627
640	627
657	627
673	627
674	627
675	627
837	627
418	628
440	628
441	628
558	628
607	628
640	628
656	628
676	628
677	628
838	628
839	628
417	629
438	629
439	629
558	629
607	629
640	629
656	629
678	629
679	629
840	629
841	629
416	630
437	630
558	630
607	630
608	630
640	630
641	630
642	630
643	630
644	630
645	630
646	630
647	630
648	630
649	630
650	630
651	630
652	630
653	630
654	630
655	630
680	630
681	630
842	630
415	631
435	631
436	631
558	631
606	631
609	631
610	631
640	631
682	631
683	631
843	631
844	631
414	632
433	632
434	632
557	632
606	632
611	632
627	632
628	632
629	632
639	632
684	632
685	632
845	632
413	633
431	633
432	633
557	633
572	633
573	633
574	633
575	633
576	633
606	633
612	633
626	633
630	633
631	633
638	633
686	633
687	633
846	633
412	634
430	634
557	634
570	634
571	634
577	634
591	634
592	634
593	634
594	634
605	634
613	634
614	634
625	634
632	634
633	634
634	634
635	634
636	634
637	634
688	634
847	634
848	634
411	635
428	635
429	635
557	635
568	635
569	635
578	635
590	635
595	635
605	635
615	635
616	635
624	635
689	635
690	635
849	635
411	636
427	636
557	636
567	636
579	636
588	636
589	636
596	636
597	636
605	636
617	636
618	636
622	636
623	636
691	636
692	636
850	636
410	637
426	637
558	637
565	637
566	637
580	637
587	637
598	637
604	637
619	637
620	637
621	637
693	637
851	637
409	638
425	638
558	638
564	638
581	638
582	638
583	638
584	638
586	638
599	638
600	638
601	638
602	638
603	638
694	638
852	638
408	639
424	639
559	639
560	639
561	639
562	639
563	639
585	639
695	639
696	639
853	639
407	640
423	640
697	640
854	640
407	641
422	641
698	641
854	641
406	642
421	642
699	642
855	642
405	643
419	643
420	643
700	643
855	643
404	644
418	644
701	644
702	644
856	644
403	645
417	645
703	645
856	645
403	646
416	646
704	646
857	646
402	647
415	647
705	647
857	647
401	648
414	648
706	648
857	648
400	649
413	649
707	649
857	649
400	650
412	650
708	650
857	650
399	651
411	651
709	651
857	651
399	652
410	652
710	652
857	652
398	653
409	653
711	653
857	653
397	654
408	654
712	654
857	654
397	655
407	655
713	655
857	655
396	656
406	656
714	656
856	656
396	657
405	657
715	657
856	657
395	658
404	658
716	658
855	658
395	659
403	659
717	659
855	659
394	660
402	660
717	660
762	660
763	660
764	660
765	660
766	660
767	660
768	660
769	660
770	660
771	660
772	660
773	660
774	660
775	660
776	660
777	660
778	660
779	660
780	660
781	660
782	660
783	660
784	660
785	660
786	660
787	660
788	660
789	660
790	660
791	660
792	660
793	660
794	660
795	660
796	660
855	660
393	661
401	661
718	661
760	661
761	661
797	661
798	661
799	661
800	661
801	661
802	661
803	661
804	661
854	661
393	662
398	662
399	662
400	662
719	662
757	662
758	662
759	662
805	662
806	662
807	662
854	662
393	663
394	663
395	663
396	663
397	663
720	663
756	663
808	663
809	663
810	663
853	663
392	664
721	664
755	664
811	664
812	664
813	664
814	664
852	664
722	665
754	665
815	665
816	665
817	665
852	665
723	666
753	666
818	666
819	666
820	666
851	666
724	667
752	667
821	667
822	667
823	667
850	667
725	668
752	668
824	668
825	668
826	668
848	668
849	668
725	669
752	669
827	669
828	669
829	669
830	669
847	669
726	670
752	670
831	670
832	670
833	670
834	670
835	670
836	670
837	670
838	670
843	670
844	670
845	670
846	670
727	671
752	671
839	671
840	671
841	671
842	671
728	672
753	672
729	673
753	673
730	674
753	674
731	675
754	675
732	676
755	676
733	677
755	677
734	678
756	678
757	678
758	678
735	679
736	679
759	679
760	679
761	679
762	679
737	680
763	680
764	680
765	680
738	681
766	681
767	681
739	682
768	682
740	683
769	683
741	684
769	684
742	685
770	685
743	686
770	686
744	687
770	687
745	688
770	688
746	689
769	689
747	690
748	690
769	690
749	691
750	691
769	691
751	692
752	692
753	692
768	692
754	693
755	693
756	693
757	693
766	693
767	693
758	694
759	694
760	694
761	694
762	694
763	694
764	694
765	694
